NUMBER,SCIENTIFIC NAME,CODE,DBH (CM),HEIGHT (M),GROUND AREA (M2),TREE CONDITION,LEAF AREA (M2),LEAF BIOMASS (KG),LEAF AREA INDEX,CARBON STORAGE (KG),GROSS CARBON SEQ. (KG/YR),TREE VALUE ($),STREET TREE,NATIVE TO STATE,FUTURE DBH(CM),FUTURE HEIGHT (M),BIOMASS ADJUSTMENT,LEAF TYPE,FUTURE BIOMASS (KG)
550,AB ABFI,ABFI,25,8.2,2.269806,GOOD,2.8378917988,0.3997030702,1.2502794506,100.59123194,5.8996729328,96497.936336,NO,NO,25.708615044,8.2714283965,1,EVERGREEN,212.98180975
944,AB1 ABGR4,ABGR4,4.7958315233,2.1,2.269806,GOOD,5.9729894901,0.4472460915,2.6314977976,2.6220095136,1.3345404615,4054.9347974,NO,NO,5.6955337705,2.1906899865,1,DECIDUOUS,7.9130999503
103,AC ACBU,ACBU,30,7.3,11.945934,GOOD,50.909612951,6.2851374014,4.2616686942,183.96249346,22.986754325,120965.73421,YES,NO,31.60147,7.461428176,0.8,DECIDUOUS,413.89849556
104,AC ACBU,ACBU,26,8.5,13.854456,GOOD,69.251212897,8.5495324565,4.9984793988,137.5368353,19.687431003,95489.649679,YES,NO,27.60147,8.661428176,0.8,DECIDUOUS,314.4485326
634,AC ACBU,ACBU,36,8.4,31.172526,GOOD,204.92364282,25.299215163,6.5738542594,280.44882879,29.074521414,199204.57466,YES,NO,37.60147,8.561428176,0.8,DECIDUOUS,619.04670041
636,AC ACBU,ACBU,50,10.5,38.4846,GOOD,305.20363712,37.679461373,7.9305394137,597.12265094,44.377312174,363525.31989,YES,NO,51.60147,10.661428176,0.8,DECIDUOUS,1282.9999262
638,AC ACBU,ACBU,33,9.6,28.2744,GOOD,201.53048395,24.880306661,7.1276661556,236.35523916,26.552872224,170953.41664,YES,NO,34.60147,9.761428176,0.8,DECIDUOUS,525.81622277
936,AC ACBU,ACBU,33,9.6,21.237216,GOOD,123.12378099,15.200466789,5.7975480869,236.35523916,26.552872224,170953.41664,YES,NO,34.60147,9.761428176,0.8,DECIDUOUS,525.81622277
1021,AC ACBU,ACBU,20,9.5,12.5664,GOOD,33.856297148,4.1797897714,2.6941922228,79.412156944,14.693045733,76919.368915,NO,NO,21.60147,9.661428176,0.8,DECIDUOUS,188.21040535
1019,AC ACBU,ACBU,33,14.3,23.75835,GOOD,113.51553696,14.014263822,4.7779217393,254.41816783,28.021316351,170953.41664,NO,NO,34.60147,14.461428176,0.8,DECIDUOUS,564.87896836
1020,AC ACBU,ACBU,30,13.2,19.635,GOOD,94.049900051,11.611098772,4.7899108761,203.74368366,24.75445834,145158.88105,NO,NO,31.60147,13.361428176,0.8,DECIDUOUS,456.996284
1195,AC ACBU,ACBU,16,9.4,13.202574,GOOD,95.032347559,11.732388588,7.1980166564,49.034281929,11.363117977,47721.991183,YES,NO,17.60147,9.561428176,0.8,DECIDUOUS,120.79479981
1145,AC ACFRJE,ACFRJE,14.611639196,5,13.202574,GOOD,27.573839164,1.5519195723,2.088519948,44.715007704,6.4042946938,8495.9114679,NO,NO,15.511341443,5.0906899865,1,DECIDUOUS,102.2386048
1148,AC ACFRJE,ACFRJE,8.1240384046,4,7.0686,GOOD,22.207213592,1.2498734476,3.1416707116,9.5635265092,4.6888877577,2139.0795735,NO,NO,9.7255084046,4.161428176,0.8,DECIDUOUS,28.504828534
136,AC ACPA,ACPA,11.313708499,3,2.544696,GOOD,6.2114938184,0.3495972676,2.4409571196,23.710094074,4.4840856245,26445.858583,NO,NO,12.213410746,3.0906899865,1,DECIDUOUS,56.388359398
139,AC ACPA,ACPA,3,2.5,1.76715,GOOD,3.9310806596,0.2212503301,2.2245313978,1.2650161798,0.9794010788,1859.4744316,NO,NO,3.8997022472,2.5906899865,1,DECIDUOUS,4.4888345171
145,AC ACPA,ACPA,45,8,100.287726,GOOD,394.94930689,22.228662312,3.938161953,456.5251143,38.036493179,298697.78336,NO,NO,46.60147,8.161428176,0.8,DECIDUOUS,989.12321495
144,AC ACPA,ACPA,21.260291625,8,63.6174,GOOD,251.91376912,14.178290753,3.9598249712,109.68580295,10.602130974,84016.278177,NO,NO,22.159993873,8.0906899865,1,DECIDUOUS,240.57586784
224,AC ACPA,ACPA,25,10,72.382464,GOOD,47.819665119,2.6914015781,0.6606526288,162.48777513,10.388245564,107627.14938,NO,NO,25.708615044,10.071428396,1,DECIDUOUS,345.75204139
220,AC ACPA,ACPA,22.203603311,7.7,10.178784,GOOD,14.902904448,0.8387700008,1.4641144215,119.78320236,11.113220223,89611.918173,NO,NO,23.103305558,7.7906899865,1,DECIDUOUS,261.79284517
219,AC ACPA,ACPA,24,15.2,36.316896,GOOD,23.992852811,1.3503733612,0.6606526288,163.18238315,10.611392778,100939.67719,NO,NO,24.708615044,15.271428396,1,DECIDUOUS,347.58755185
268,AC ACPA,ACPA,5,2.3,0.282744,GOOD,2.107008288,0.1185873096,7.452,3.02405031,2.599148423,5165.2067545,NO,NO,6.60147,2.461428176,0.8,DECIDUOUS,11.246397466
269,AC ACPA,ACPA,5,2.3,0.282744,GOOD,1.4440766929,0.081275983,5.1073645874,3.7800628876,1.6865087862,5165.2067545,NO,NO,5.8997022472,2.3906899865,1,DECIDUOUS,10.933143347
270,AC ACPA,ACPA,5,2.3,0.282744,GOOD,1.4440766929,0.081275983,5.1073645874,3.7800628876,1.6865087862,5165.2067545,NO,NO,5.8997022472,2.3906899865,1,DECIDUOUS,10.933143347
271,AC ACPA,ACPA,5,2.3,0.282744,GOOD,1.4440766929,0.081275983,5.1073645874,3.7800628876,1.6865087862,5165.2067545,NO,NO,5.8997022472,2.3906899865,1,DECIDUOUS,10.933143347
272,AC ACPA,ACPA,5,2.3,0.282744,GOOD,1.4440766929,0.081275983,5.1073645874,3.7800628876,1.6865087862,5165.2067545,NO,NO,5.8997022472,2.3906899865,1,DECIDUOUS,10.933143347
273,AC ACPA,ACPA,5,2.3,0.282744,GOOD,1.4440766929,0.081275983,5.1073645874,3.7800628876,1.6865087862,5165.2067545,NO,NO,5.8997022472,2.3906899865,1,DECIDUOUS,10.933143347
274,AC ACPA,ACPA,5,2.3,0.282744,GOOD,1.4440766929,0.081275983,5.1073645874,3.7800628876,1.6865087862,5165.2067545,NO,NO,5.8997022472,2.3906899865,1,DECIDUOUS,10.933143347
297,AC ACPA,ACPA,34.249087579,5.5,63.6174,GOOD,289.73935665,16.307202482,4.5544042455,238.37313487,26.379949615,182417.65468,NO,NO,35.850557579,5.661428176,0.8,DECIDUOUS,529.50616897
304,AC ACPA,ACPA,21.633307653,5.5,22.061886,GOOD,69.331414604,3.9021326939,3.142587837,86.0075173,15.084722469,14366.657094,NO,NO,23.234777653,5.661428176,0.8,DECIDUOUS,202.18447954
314,AC ACPA,ACPA,3,2.2,1.327326,GOOD,2.8137164356,0.158362482,2.1198382579,1.233171053,0.9618817133,1859.4744316,NO,NO,3.8997022472,2.2906899865,1,DECIDUOUS,4.3901055325
321,AC ACPA,ACPA,3,3,1.539384,GOOD,6.3407965228,0.3568747235,4.1190479587,1.0534673624,1.6154354444,1859.4744316,NO,NO,4.60147,3.161428176,0.8,DECIDUOUS,5.3378056135
318,AC ACPA,ACPA,4,4.5,2.544696,GOOD,9.1695070628,0.5160811084,3.6033801534,2.1454186277,2.280182898,3305.7323229,NO,NO,5.60147,4.661428176,0.8,DECIDUOUS,8.8512030513
320,AC ACPA,ACPA,4,4.5,1.130976,GOOD,6.7930033751,0.3823259732,6.0063196524,2.1454186277,2.280182898,3305.7323229,NO,NO,5.60147,4.661428176,0.8,DECIDUOUS,8.8512030513
355,AC ACPA,ACPA,8,2.7,1.539384,GOOD,3.5966734989,0.20242912,2.3364368467,8.6977834837,4.415791281,13222.929292,NO,NO,9.60147,2.861428176,0.8,DECIDUOUS,26.227149529
374,AC ACPA,ACPA,5.6568542495,2.4,1.130976,GOOD,5.1172317698,0.2880096635,4.5246157034,3.989860939,2.9784984311,6611.4646458,NO,NO,7.2583242495,2.561428176,0.8,DECIDUOUS,13.93671874
403,AC ACPA,ACPA,14,4.5,6.157536,GOOD,20.249488198,1.1396881253,3.2885700056,32.053985233,8.8332119653,49077.647963,NO,NO,15.60147,4.661428176,0.8,DECIDUOUS,81.774394396
494,AC ACPA,ACPA,10.630145813,4.2,7.0686,GOOD,17.181586001,0.9670194796,2.4306915091,17.337113648,6.3800151242,23346.73453,NO,NO,12.231615813,4.361428176,0.8,DECIDUOUS,47.434257544
501,AC ACPA,ACPA,15,5,7.0686,GOOD,24.844723914,1.3983186411,3.5148012215,37.890981039,9.6822946746,53035.539667,NO,NO,16.60147,5.161428176,0.8,DECIDUOUS,95.146551427
499,AC ACPA,ACPA,19,4.4,4.523904,GOOD,14.556127052,0.8192525653,3.2176029934,62.710165439,12.653044869,71596.686968,NO,NO,20.60147,4.561428176,0.8,DECIDUOUS,150.72642062
534,AC ACPA,ACPA,3,2.3,1.130976,GOOD,3.5436762718,0.1994463133,3.1332904251,1.2438559635,0.9677558772,1859.4744316,NO,NO,3.8997022472,2.3906899865,1,DECIDUOUS,4.4232236814
533,AC ACPA,ACPA,3,2.3,0.502656,GOOD,1.6472378614,0.0927103644,3.277067938,1.2438559635,0.9677558772,1859.4744316,NO,NO,3.8997022472,2.3906899865,1,DECIDUOUS,4.4232236814
528,AC ACPA,ACPA,15,7.5,4.90875,GOOD,27.111807461,1.5259153573,5.5231591466,40.683122838,10.192458049,53035.539667,NO,NO,16.60147,7.661428176,0.8,DECIDUOUS,101.75116178
540,AC ACPA,ACPA,11,5,1.76715,GOOD,4.9326606735,0.2776215745,2.7913084195,24.047914375,4.5803658357,24999.600692,NO,NO,11.899702247,5.0906899865,1,DECIDUOUS,57.256560421
539,AC ACPA,ACPA,10,5,1.76715,GOOD,5.3510791124,0.3011711339,3.028084267,19.549632869,4.0998966783,20660.827018,NO,NO,10.899702247,5.0906899865,1,DECIDUOUS,47.299059095
538,AC ACPA,ACPA,10,5,1.130976,GOOD,4.9170123172,0.2767408487,4.3475832531,15.639706295,6.0835649391,20660.827018,NO,NO,11.60147,5.161428176,0.8,DECIDUOUS,43.446542469
578,AC ACPA,ACPA,4.2426406871,2,1.327326,GOOD,2.0726760627,0.1166550124,1.5615425771,2.5814289731,1.0610477322,3718.9488633,NO,NO,4.9512557314,2.0714283965,1,DECIDUOUS,7.2849534104
579,AC ACPA,ACPA,13.076696831,3,2.269806,GOOD,3.5443987108,0.1994869738,1.5615425771,32.695727028,4.1670417237,45665.672356,NO,NO,13.785311875,3.0714283965,1,DECIDUOUS,73.725537503
591,AC ACPA,ACPA,5.8309518948,2.7,2.010624,GOOD,7.809156953,0.4395174515,3.8839469503,4.3420060762,3.1159752174,7024.6811861,NO,NO,7.4324218948,2.861428176,0.8,DECIDUOUS,14.915962587
617,AC ACPA,ACPA,20,5,19.635,GOOD,45.569258218,2.5647434622,2.3208178364,89.252167311,9.3497955974,76919.368915,NO,NO,20.899702247,5.0906899865,1,DECIDUOUS,197.20392582
622,AC ACPA,ACPA,22,6.3,19.635,GOOD,47.834551577,2.6922394224,2.43618801,113.72735111,10.741188867,88383.606954,YES,NO,22.899702247,6.3906899865,1,DECIDUOUS,248.93707996
621,AC ACPA,ACPA,26,6.7,33.18315,GOOD,117.40542582,6.6078494596,3.5381037007,165.73594834,13.241890651,114587.57961,YES,NO,26.899702247,6.7906899865,1,DECIDUOUS,357.95567798
619,AC ACPA,ACPA,20,6,15.90435,GOOD,47.343611237,2.6646081623,2.9767712127,91.567309589,9.5226319443,76919.368915,YES,NO,20.899702247,6.0906899865,1,DECIDUOUS,202.17988307
646,AC ACPA,ACPA,6,2.6,0.950334,GOOD,4.793484696,0.2697884279,5.044,4.5953091161,3.2006816236,7437.8977265,NO,NO,7.60147,2.761428176,0.8,DECIDUOUS,15.591981479
666,AC ACPA,ACPA,4,2.8,1.539384,GOOD,4.357514534,0.2452510168,2.8306871671,2.4068046166,1.3508815704,3305.7323229,NO,NO,4.8997022472,2.8906899865,1,DECIDUOUS,7.5153723739
700,AC ACPA,ACPA,9.2195444573,2.5,1.327326,GOOD,6.6309886619,0.3732074096,4.9957498473,11.787286996,5.1544572436,17561.702965,YES,NO,10.821014457,2.661428176,0.8,DECIDUOUS,33.883488479
709,AC ACPA,ACPA,7,3,2.835294,GOOD,7.6767329404,0.4320643212,2.7075615229,6.5861039554,3.8462912848,10123.805239,NO,NO,8.60147,3.161428176,0.8,DECIDUOUS,20.86479048
740,AC ACPA,ACPA,14.142135624,4.3,5.725566,GOOD,19.324813472,1.0876452887,3.3751795843,32.560831223,8.8970397478,49623.56406,NO,NO,15.743605624,4.461428176,0.8,DECIDUOUS,82.915741942
741,AC ACPA,ACPA,14,4,2.544696,GOOD,10.670035364,0.6005343188,4.193049136,31.52744823,8.7308260081,49077.647963,NO,NO,15.60147,4.161428176,0.8,DECIDUOUS,80.516548476
873,AC ACPA,ACPA,5.8309518948,2.3,1.76715,GOOD,3.8099754,0.2144342454,2.156,4.2383175935,3.0647731791,7024.6811861,NO,NO,7.4324218948,2.461428176,0.8,DECIDUOUS,14.606181545
965,AC ACPA,ACPA,32,5.7,50.2656,GOOD,174.77887878,9.8369603591,3.4771071823,205.7149112,24.330902234,135068.56672,NO,NO,33.60147,5.861428176,0.8,DECIDUOUS,460.09162687
989,AC ACPA,ACPA,5,3.4,2.269806,GOOD,6.9966255052,0.3937862986,3.0824773153,4.0495775552,1.7719347432,5165.2067545,NO,NO,5.8997022472,3.4906899865,1,DECIDUOUS,11.643024597
1071,AC ACPA,ACPA,9.7979589711,4.5,8.553006,GOOD,13.53460782,0.7617590954,1.5824387145,18.34944138,3.9487003177,16528.661614,NO,NO,10.697661218,4.5906899865,1,DECIDUOUS,44.596283395
1141,AC ACPA,ACPA,20,4.7,11.945934,GOOD,18.654084564,1.0498951113,1.5615425771,88.544256872,7.2784888085,96149.211144,NO,NO,20.708615044,4.7714283965,1,DECIDUOUS,191.64549136
1186,AC ACPA,ACPA,15.684387141,2.2,4.154766,GOOD,6.709556853,0.3776294095,1.6149060749,47.634869366,6.5349915673,46584.665981,NO,NO,16.584089389,2.2906899865,1,DECIDUOUS,108.33972187
1199,AC ACPA,ACPA,7,3,4.154766,GOOD,9.1760189682,0.5164476135,2.2085525318,8.2326299442,2.548298105,12654.756549,NO,NO,7.8997022472,3.0906899865,1,DECIDUOUS,21.561856099
1214,AC ACPA,ACPA,4.2426406871,2.5,1.539384,GOOD,5.2390835981,0.2948677668,3.4033636819,2.6775407226,1.4188276518,3718.9488633,NO,NO,5.1423429343,2.5906899865,1,DECIDUOUS,8.1927367489
1239,AC ACPA,ACPA,8,3.7,1.130976,GOOD,4.3943837768,0.2473261032,3.885479247,11.405526188,3.0465317013,13222.929292,NO,NO,8.8997022472,3.7906899865,1,DECIDUOUS,28.90411578
215,ACSP2 ACBA2,ACBA2,7,2.5,1.327326,GOOD,5.6548778722,1.3667378543,4.2603534265,5.8956591141,3.3381294303,8638.7741335,NO,NO,8.60147,2.661428176,0.8,EVERGREEN,18.467577089
319,AE AETU,AETU,4,4,0.7854,GOOD,2.5243583925,0.1847091507,3.2141054145,1.807238777,1.1049659936,2784.966272,NO,NO,4.8997022472,4.0906899865,1,DECIDUOUS,5.824409541
57,AL1 ALJU,ALJU,2,2.2,0.282744,GOOD,0.7253490491,0.0315369152,2.5653914817,0.3353816501,0.4681768986,705.20605172,NO,NO,2.8997022472,2.2906899865,1,DECIDUOUS,1.6071170974
232,AU1 AUJA,AUJA,30,23,36.316896,GOOD,72.147335221,5.402255226,1.9866052215,252.83523186,14.13603224,130191.35005,NO,NO,30.708615044,23.071428396,1,EVERGREEN,533.94252819
230,AU1 AUJA,AUJA,7.7459666924,2,3.801336,GOOD,9.6494633756,0.7225334628,2.5384400052,8.5669300796,1.9289228206,10578.090776,NO,NO,8.4545817367,2.0714283965,1,EVERGREEN,20.9917058
639,AU1 AUJA,AUJA,4.472135955,2.6,1.327326,GOOD,4.7243825034,0.3537527753,3.5593234091,2.4317527275,1.2338778174,3526.0302586,NO,NO,5.3718382022,2.6906899865,1,EVERGREEN,7.3312610897
640,AU1 AUJA,AUJA,3.8729833462,2.5,0.7854,GOOD,2.1326311107,0.159687361,2.7153439148,1.6802894231,1.0287692576,2644.5226939,NO,NO,4.7726855934,2.5906899865,1,EVERGREEN,5.4181173614
976,AU1 AUJA,AUJA,3.4641016151,2.1,0.7854,GOOD,2.7270653699,0.2041974676,3.4721993506,1.3152306259,0.8883694028,2115.6181551,NO,NO,4.3638038623,2.1906899865,1,EVERGREEN,4.4072000573
985,BO12 SPECIES,BO12,2.4494897428,2,4.154766,GOOD,11.192252265,0.8380545602,2.6938345662,0.8462598658,0.9809958353,1322.261347,NO,NO,4.0509597428,2.161428176,0.8,EVERGREEN,3.6545114022
127,BR9 BRPA,BRPA,4,3,0.636174,GOOD,1.4563947991,0.0837008505,2.2893026107,1.7543132792,1.0823791468,3526.0302586,NO,NO,4.8997022472,3.0906899865,1,DECIDUOUS,5.6733848521
1204,BR9 BRPA,BRPA,5,5,4.90875,GOOD,8.3755288579,0.4813522332,1.7062447381,2.4985372462,2.3054940429,1469.1792744,NO,NO,6.60147,5.161428176,0.8,DECIDUOUS,9.6080625783
18,CA22 CAJA9,CAJA9,8.4261497732,3.5,4.90875,GOOD,5.6885198888,0.4259455488,1.1588530459,10.556386928,2.2071089338,10431.172848,NO,NO,9.1347648174,3.5714283965,1,EVERGREEN,25.526991723
21,CA22 CAJA9,CAJA9,19,4,11.341176,GOOD,24.09505331,1.8041917594,2.1245639174,73.647910395,6.7500225965,56183.147552,NO,NO,19.708615044,4.0714283965,1,EVERGREEN,160.79586598
17,CA22 CAJA9,CAJA9,14,7.2,17.349486,GOOD,34.466579477,2.5807919105,1.9866052215,37.767369748,4.558858107,40169.991177,NO,NO,14.708615044,7.2714283965,1,EVERGREEN,84.652455711
16,CA22 CAJA9,CAJA9,12.083045974,6.8,8.553006,GOOD,14.631523271,1.0955806311,1.7106878296,26.166329772,3.7220001194,21450.017406,NO,NO,12.791661018,6.8714283965,1,EVERGREEN,59.776659782
28,CA22 CAJA9,CAJA9,6.164414003,2.2,0.7854,GOOD,3.0781878303,0.2304888495,3.9192613067,4.8933740758,1.8487531216,5582.8812427,NO,NO,7.0641162502,2.2906899865,1,EVERGREEN,13.484254395
32,CA22 CAJA9,CAJA9,6,2.5,0.282744,GOOD,0.5617007067,0.0420590805,1.9866052215,4.5351107083,1.3833809828,5289.0453879,NO,NO,6.7086150442,2.5714283965,1,EVERGREEN,11.836983382
40,CA22 CAJA9,CAJA9,5,2.3,0.384846,GOOD,2.538444216,0.1900738744,6.596,2.4243792442,2.199499757,4407.5378232,NO,NO,6.60147,2.461428176,0.8,EVERGREEN,9.2477580024
41,CA22 CAJA9,CAJA9,4,2.2,0.384846,GOOD,2.538444216,0.1900738744,6.596,1.4634075881,1.6876271795,2820.8242069,NO,NO,5.60147,2.361428176,0.8,EVERGREEN,6.3020695352
260,CA22 CAJA9,CAJA9,3.6055512755,2.4,0.7854,GOOD,2.2857354504,0.1711515227,2.9102819587,1.4329814114,0.9397419698,2291.9196681,NO,NO,4.5052535227,2.4906899865,1,EVERGREEN,4.7454467624
265,CA22 CAJA9,CAJA9,3,2.7,0.7854,GOOD,2.4671628504,0.1847364613,3.1412819587,0.9763732205,0.7578125432,1586.7136164,NO,NO,3.8997022472,2.7906899865,1,EVERGREEN,3.4683715273
266,CA22 CAJA9,CAJA9,3,2,0.282744,GOOD,0.6007077003,0.04497985,2.1245639174,0.883106898,0.563367645,1586.7136164,NO,NO,3.7086150442,2.0714283965,1,EVERGREEN,2.892949086
301,CA22 CAJA9,CAJA9,8,3.5,2.010624,GOOD,9.2600623468,0.6933758545,4.6055664047,7.6612352168,4.0084708544,11283.296827,NO,NO,9.60147,3.661428176,0.8,EVERGREEN,23.339412142
358,CA22 CAJA9,CAJA9,7,3,0.7854,GOOD,2.9925630101,0.2240774259,3.8102406546,6.7005698311,2.2120404096,8638.7741335,NO,NO,7.8997022472,3.0906899865,1,EVERGREEN,17.825220481
412,CA22 CAJA9,CAJA9,5.8309518948,2.4,1.76715,GOOD,5.5543346516,0.4158980135,3.1431031048,4.4148110642,1.7257058393,5994.2514396,NO,NO,6.730654142,2.4906899865,1,EVERGREEN,12.281033807
471,CA22 CAJA9,CAJA9,4.1231056256,2.5,0.384846,GOOD,2.230567416,0.1670206452,5.796,1.5677203624,1.7587652404,2997.1257198,NO,NO,5.7245756256,2.661428176,0.8,EVERGREEN,6.6529712055
485,CA22 CAJA9,CAJA9,6,3,1.130976,GOOD,8.3734808483,0.6269903183,7.4037652862,3.9693220337,2.7780589685,6346.8544654,NO,NO,7.60147,3.161428176,0.8,EVERGREEN,13.494762004
521,CA22 CAJA9,CAJA9,1.7320508076,2.3,0.502656,GOOD,1.9288224194,0.1444265538,3.8372613067,0.3134187847,0.4014245767,528.90453879,NO,NO,2.6317530548,2.3906899865,1,EVERGREEN,1.4296867228
601,CA22 CAJA9,CAJA9,11.489125293,2.4,4.154766,GOOD,10.666156483,0.7986615088,2.5672099183,17.418007663,6.3229505643,23271.799707,NO,NO,13.090595293,2.561428176,0.8,EVERGREEN,47.481916454
620,CA22 CAJA9,CAJA9,10,7.2,1.76715,GOOD,4.7225822393,0.353617975,2.672428622,16.674751467,3.731149182,17630.151293,YES,NO,10.899702247,7.2906899865,1,EVERGREEN,40.811801298
681,CA22 CAJA9,CAJA9,7.0710678119,2.4,1.327326,GOOD,4.8056926843,0.359841127,3.6205820456,6.8389606068,2.2208197166,8815.0756464,NO,NO,7.9707700591,2.4906899865,1,EVERGREEN,18.119560647
667,CA22 CAJA9,CAJA9,4,3,0.502656,GOOD,2.0253116096,0.1516514809,4.0292200026,1.8301390196,1.0823791468,2820.8242069,NO,NO,4.8997022472,3.0906899865,1,EVERGREEN,5.825036333
702,CA22 CAJA9,CAJA9,5.1961524227,2.1,0.636174,GOOD,2.984928408,0.2235057614,4.692,2.6497870027,2.2953776873,4760.1408491,YES,NO,6.7976224227,2.261428176,0.8,EVERGREEN,9.89032938
806,CA22 CAJA9,CAJA9,8,2.3,1.130976,GOOD,4.2170500583,0.3157646869,3.728682181,9.0797950938,2.6115904273,11283.296827,NO,NO,8.8997022472,2.3906899865,1,EVERGREEN,23.382771042
874,CA22 CAJA9,CAJA9,4,2.2,1.130976,GOOD,4.5709990555,0.3422677145,4.0416410741,1.5395045082,1.6876271795,2820.8242069,NO,NO,5.60147,2.361428176,0.8,EVERGREEN,6.4542633753
889,CA22 CAJA9,CAJA9,5,2.3,1.130976,GOOD,3.9269741327,0.2940443533,3.4721993506,3.0587000604,1.4130915651,3672.948186,NO,NO,5.8997022472,2.3906899865,1,EVERGREEN,8.943583251
890,CA22 CAJA9,CAJA9,6,2.3,0.7854,GOOD,2.8794329699,0.2156064637,3.6661993506,4.5992522768,1.7878430995,5289.0453879,NO,NO,6.8997022472,2.3906899865,1,EVERGREEN,12.774190753
896,CA22 CAJA9,CAJA9,4,2.2,0.502656,GOOD,1.9647311808,0.1471153336,3.9086993506,1.7840209804,1.0637503667,2350.6868391,NO,NO,4.8997022472,2.2906899865,1,EVERGREEN,5.6955426943
895,CA22 CAJA9,CAJA9,4,2.2,0.282744,GOOD,1.64557008,0.1232171575,5.82,1.4299792296,1.6876271795,2350.6868391,NO,NO,5.60147,2.361428176,0.8,EVERGREEN,6.2352128183
913,CA22 CAJA9,CAJA9,7.0710678119,4,0.502656,GOOD,2.461003776,0.1842752815,4.896,5.6070005034,3.4559309599,8815.0756464,NO,NO,8.6725378119,4.161428176,0.8,EVERGREEN,18.125862927
935,CA22 CAJA9,CAJA9,5,2,0.7854,GOOD,3.6709596,0.2748744721,4.674,2.4468437575,2.1871368963,4407.5378232,NO,NO,6.60147,2.161428176,0.8,EVERGREEN,9.2679613076
972,CA22 CAJA9,CAJA9,10,4.5,1.76715,GOOD,6.710927227,0.5025014655,3.7975990872,16.06542129,3.6193096951,17630.151293,NO,NO,10.899702247,4.5906899865,1,EVERGREEN,39.369461969
973,CA22 CAJA9,CAJA9,10,4.5,1.76715,GOOD,6.710927227,0.5025014655,3.7975990872,16.06542129,3.6193096951,17630.151293,NO,NO,10.899702247,4.5906899865,1,EVERGREEN,39.369461969
975,CA22 CAJA9,CAJA9,6,3,0.636174,GOOD,3.763605384,0.2818116122,5.916,3.7967326807,2.7780589685,6346.8544654,NO,NO,7.60147,3.161428176,0.8,EVERGREEN,13.149583298
990,CA22 CAJA9,CAJA9,3,3,0.7854,GOOD,3.27293459,0.2450711165,4.1672200026,1.0163313772,0.7635110597,1586.7136164,NO,NO,3.8997022472,3.0906899865,1,EVERGREEN,3.5596848737
1138,CA22 CAJA9,CAJA9,8,2.7,1.539384,GOOD,4.5527600367,0.3409020115,2.9575206945,9.1673226317,2.6268003226,11283.296827,NO,NO,8.8997022472,2.7906899865,1,EVERGREEN,23.588245909
24,CA22 CASA,CASA,4.5,2,0.950334,GOOD,1.4946179685,0.1119141505,1.5727291337,2.3031225462,0.9409482717,2975.0880307,NO,NO,5.2086150442,2.0714283965,1,EVERGREEN,6.4881416358
23,CA22 CASA,CASA,11,4.5,3.1416,GOOD,6.6745300029,0.4997761106,2.1245639174,20.083163098,3.200501634,17777.06922,NO,NO,11.708615044,4.5714283965,1,EVERGREEN,46.567329465
38,CA22 CASA,CASA,6.4807406984,2.8,0.950334,GOOD,1.4946179685,0.1119141505,1.5727291337,5.51700975,1.5394694221,6170.5529525,NO,NO,7.1893557427,2.8714283965,1,EVERGREEN,14.112958344
44,CA22 CASA,CASA,5,2.4,0.384846,GOOD,2.145901296,0.1606810072,5.576,2.4162585051,2.2035866012,4407.5378232,NO,NO,6.60147,2.561428176,0.8,EVERGREEN,9.2396902127
238,CA22 CASA,CASA,10,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,15.157273099,3.5099217655,17630.151293,NO,NO,10.899702247,2.0906899865,1,EVERGREEN,37.33438973
239,CA22 CASA,CASA,10,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,15.157273099,3.5099217655,17630.151293,NO,NO,10.899702247,2.0906899865,1,EVERGREEN,37.33438973
240,CA22 CASA,CASA,7.0710678119,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,6.6185855731,2.2067352967,8815.0756464,NO,NO,7.9707700591,2.0906899865,1,EVERGREEN,17.65064174
241,CA22 CASA,CASA,8,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,8.8854024033,2.600035791,11283.296827,NO,NO,8.8997022472,2.0906899865,1,EVERGREEN,22.970876389
242,CA22 CASA,CASA,15,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,40.171972302,6.1142706283,51581.309666,NO,NO,15.899702247,2.0906899865,1,EVERGREEN,92.572485861
243,CA22 CASA,CASA,11,2,0.125664,GOOD,0.5225411536,0.0391268876,4.1582406546,19.050338905,3.9948817905,21332.483064,NO,NO,11.899702247,2.0906899865,1,EVERGREEN,46.090441391
244,CA22 CASA,CASA,11,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,19.051463241,3.9948817905,21332.483064,NO,NO,11.899702247,2.0906899865,1,EVERGREEN,46.092690063
245,CA22 CASA,CASA,6.4031242374,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,5.2260003264,1.9363394126,7228.3620301,NO,NO,7.3028264846,2.0906899865,1,EVERGREEN,14.324679478
246,CA22 CASA,CASA,9,2,0.125664,GOOD,0.5525722544,0.0413755593,4.3972200026,11.77611357,3.0446134187,14280.422547,NO,NO,9.8997022472,2.0906899865,1,EVERGREEN,29.641453978
