NUMBER,SCIENTIFIC NAME,CODE,DBH (CM),HEIGHT (M),GROUND AREA (M2),TREE CONDITION,LEAF AREA (M2),LEAF BIOMASS (KG),LEAF AREA INDEX,CARBON STORAGE (KG),GROSS CARBON SEQ. (KG/YR),TREE VALUE ($),STREET TREE,NATIVE TO STATE,FUTURE DBH(CM),FUTURE HEIGHT (M),BIOMASS ADJUSTMENT,LEAF TYPE,FUTURE BIOMASS (KG)
247,CA22 CASA,CASA,15,2,0.19635,GOOD,0.7695469576,0.0576222124,3.9192613067,40.180095629,6.1142706283,51581.309666,NO,NO,15.899702247,2.0906899865,1,EVERGREEN,92.588732514
644,CA22 CASA,CASA,10,4.1,3.1416,GOOD,14.53469624,1.0883304073,4.6265266872,13.111727075,5.376439452,22037.689116,YES,NO,11.60147,4.261428176,0.8,EVERGREEN,36.976333055
663,CA22 CASA,CASA,3,3,1.327326,GOOD,4.623461667,0.3461960151,3.4832902143,1.0668938265,0.7635110597,1586.7136164,NO,NO,3.8997022472,3.0906899865,1,EVERGREEN,3.6608097723
705,CA22 CASA,CASA,5,2.3,0.7854,GOOD,3.05616419,0.2288397613,3.8912200026,3.0260977644,1.4130915651,4407.5378232,NO,NO,5.8997022472,2.3906899865,1,EVERGREEN,8.8783786589
712,CA22 CASA,CASA,5,3.7,1.539384,GOOD,7.3806409593,0.5526483559,4.7945418163,2.6952467423,2.2554461355,4407.5378232,NO,NO,6.60147,3.861428176,0.8,EVERGREEN,9.9013857555
827,CA22 CASA,CASA,4.1231056256,2,1.76715,GOOD,3.9982168361,0.2993788715,2.2625226133,1.9755502999,0.8407669234,2997.1257198,NO,NO,4.8317206699,2.0714283965,1,EVERGREEN,5.6326344466
828,CA22 CASA,CASA,5,2,0.636174,GOOD,1.5893814417,0.1190098591,2.4983439148,2.9462630813,1.4047935786,4407.5378232,NO,NO,5.8997022472,2.0906899865,1,EVERGREEN,8.7021133197
826,CA22 CASA,CASA,9.9498743711,3.5,2.269806,GOOD,6.7623031187,0.5063483946,2.9792427717,12.545165013,5.3040023975,17453.84978,NO,NO,11.551344371,3.661428176,0.8,EVERGREEN,35.698334821
882,CA22 CASA,CASA,7,2,0.636174,GOOD,2.3323407056,0.1746412356,3.6661993506,6.5277969878,2.1774608131,8638.7741335,NO,NO,7.8997022472,2.0906899865,1,EVERGREEN,17.410515602
905,CA22 CASA,CASA,5,2.5,0.7854,GOOD,3.7322208,0.2794615942,4.752,2.4821924934,2.2076574885,4407.5378232,NO,NO,6.60147,2.661428176,0.8,EVERGREEN,9.3796999638
977,CA22 CASA,CASA,4.1231056256,2.4,0.7854,GOOD,3.2603519699,0.2441289538,4.1511993506,1.9715070845,1.109630569,2997.1257198,NO,NO,5.0228078728,2.4906899865,1,EVERGREEN,6.1622753069
1238,CA22 CASA,CASA,5.8309518948,3,0.282744,GOOD,1.1002191084,0.0823823141,3.8912200026,4.3117430343,1.7437948884,5994.2514396,NO,NO,6.730654142,3.0906899865,1,EVERGREEN,12.111075845
551,CA22 CASI16,CASI16,3.3166247904,2.5,0.7854,GOOD,1.1268687018,0.0843777849,1.4347704377,1.152851406,0.6462438116,1939.3166422,NO,NO,4.0252398346,2.5714283965,1,EVERGREEN,3.5981904353
296,CA4 CACR27,CACR27,6.9282032303,3,7.0686,GOOD,14.944242964,1.0476575825,2.1141729571,5.1432641053,3.320226015,6520.8966369,NO,NO,8.5296732303,3.161428176,0.8,DECIDUOUS,16.926980241
453,CA4 CACR27,CACR27,14,5.5,4.154766,GOOD,13.842336371,0.9704090527,3.3316765302,28.560737846,8.4763601907,47037.944133,NO,NO,15.60147,5.661428176,0.8,DECIDUOUS,74.074196074
719,CA4 CACR27,CACR27,45,7,78.54,GOOD,242.02131796,16.966765697,3.081503921,474.89147163,42.282135835,140781.15453,NO,NO,46.60147,7.161428176,0.8,DECIDUOUS,1034.3472149
849,CA4 CACR27,CACR27,30.951575081,7.6,34.212024,GOOD,118.70953324,8.3220637479,3.4698190682,193.93960861,25.194740011,144274.43003,YES,NO,32.553045081,7.761428176,0.8,DECIDUOUS,438.26869724
915,CA4 CACR27,CACR27,4,2.4,1.130976,GOOD,4.080561408,0.2860654173,3.608,1.3772642023,1.6947211028,2173.6322123,NO,NO,5.60147,2.561428176,0.8,DECIDUOUS,6.1439706103
2,CE17 CEJA,CEJA,8,6,5.725566,GOOD,25.167428673,1.8844891867,4.3956228385,7.6634611424,4.140121046,11924.787831,NO,NO,9.60147,6.161428176,0.8,DECIDUOUS,23.607164377
132,CE17 CEJA,CEJA,14,4,1.76715,GOOD,7.1990621927,0.5390520833,4.0738263264,34.994002942,5.6714889593,49567.176882,NO,NO,14.899702247,4.0906899865,1,DECIDUOUS,81.330983802
131,CE17 CEJA,CEJA,10,4,0.7854,GOOD,3.45357659,0.2585972458,4.3972200026,15.683097875,3.5979881244,22358.977184,NO,NO,10.899702247,4.0906899865,1,DECIDUOUS,38.562171998
589,CE17 CEJA,CEJA,7.6811457479,4,2.269806,GOOD,12.685893945,0.9498956081,5.5889771834,6.7076974312,3.8334427708,13191.796539,NO,NO,9.2826157479,4.161428176,0.8,DECIDUOUS,21.082280404
777,CE17 CEJA,CEJA,9.2736184955,2,1.130976,GOOD,5.265824256,0.3942949039,4.656,10.104687034,4.7503425271,19228.720378,NO,NO,10.875088495,2.161428176,0.8,DECIDUOUS,29.710059122
858,CE17 CEJA,CEJA,3.1622776602,2.3,0.384846,GOOD,1.2273903525,0.0919046549,3.1893026107,0.9856410908,0.7991153128,2235.8977184,NO,NO,4.0619799074,2.3906899865,1,DECIDUOUS,3.5695128073
62,CE2 CESI4,CESI4,5,2.7,1.327326,GOOD,3.1364993007,0.1848908965,2.3630210669,2.9443234813,1.4239970949,4669.9129561,NO,NO,5.8997022472,2.7906899865,1,DECIDUOUS,8.7366411524
130,CE2 CESI4,CESI4,13,7,4.90875,GOOD,12.881909757,0.7593650167,2.6242749696,30.534241365,5.2787408759,56468.683798,NO,NO,13.899702247,7.0906899865,1,DECIDUOUS,71.625964481
185,CE2 CESI4,CESI4,1,2.5,0.384846,GOOD,2.237494644,0.1318962165,5.814,0.0552332478,0.4507005808,62.265506082,NO,NO,2.60147,2.661428176,0.8,DECIDUOUS,1.0118676572
194,CE2 CESI4,CESI4,2,2.3,0.282744,GOOD,0.0701122283,0.0041329876,0.2479707023,0.3370270643,0.3499154577,747.18607298,NO,NO,2.7086150442,2.3714283965,1,DECIDUOUS,1.3738850441
191,CE2 CESI4,CESI4,8,8,9.62115,GOOD,7.4981132998,0.4420000636,0.779336493,9.9130223868,2.1828639914,11954.977168,NO,NO,8.7086150442,8.0714283965,1,DECIDUOUS,24.191772756
193,CE2 CESI4,CESI4,7,6,3.1416,GOOD,3.5612560385,0.2099295293,1.1335803535,7.0044731567,1.7872542944,9153.029394,NO,NO,7.7086150442,6.0714283965,1,DECIDUOUS,17.583454902
190,CE2 CESI4,CESI4,8,7.7,9.62115,GOOD,10.906346618,0.6429091834,1.1335803535,9.8636247878,2.1748770149,11954.977168,NO,NO,8.7086150442,7.7714283965,1,DECIDUOUS,24.077003605
189,CE2 CESI4,CESI4,5,3,0.282744,GOOD,0.5208336956,0.0307021937,1.8420680744,2.9684339707,1.1001365077,4669.9129561,NO,NO,5.7086150442,3.0714283965,1,DECIDUOUS,8.1371409567
226,CE2 CESI4,CESI4,29,18,65.038974,GOOD,131.32604621,7.7414302041,2.0191900046,223.67264201,13.176694614,128094.36737,NO,NO,29.708615044,18.071428396,1,DECIDUOUS,473.69867325
231,CE2 CESI4,CESI4,9.2736184955,2.3,2.269806,GOOD,6.9953641074,0.4123639183,3.081921586,12.705162229,2.4715674542,16064.500569,NO,NO,9.9822335397,2.3714283965,1,DECIDUOUS,30.353459367
218,CE2 CESI4,CESI4,55,24.3,113.0976,GOOD,675.8712576,39.841374339,5.976,838.10794575,59.566764916,397582.48347,NO,NO,56.60147,24.461428176,0.8,DECIDUOUS,1795.3494213
450,CE2 CESI4,CESI4,3,2.5,0.7854,GOOD,1.7249833936,0.1016846157,2.1963119349,0.8774060883,0.5708798141,1681.1686642,NO,NO,3.7086150442,2.5714283965,1,DECIDUOUS,2.8965718048
526,CE2 CESI4,CESI4,9,5,1.327326,GOOD,6.1681591892,0.3636017015,4.6470567059,12.424845124,3.1654674855,15130.517978,NO,NO,9.8997022472,5.0906899865,1,DECIDUOUS,31.18062522
744,CE2 CESI4,CESI4,6,3,7.0686,GOOD,19.902937509,1.1732417599,2.8156830927,3.6558268746,2.7780589685,8405.8433211,YES,NO,7.60147,3.161428176,0.8,DECIDUOUS,12.867771686
774,CE2 CESI4,CESI4,52,12,19.635,GOOD,237.85687629,14.021227772,12.113922908,691.51056512,52.806575281,447467.06652,NO,NO,53.60147,12.161428176,0.8,DECIDUOUS,1488.6342808
792,CE2 CESI4,CESI4,4,2.7,1.327326,GOOD,4.0662111605,0.23969571,3.063460793,1.7380541844,1.0754605709,3735.9303649,NO,NO,4.8997022472,2.7906899865,1,DECIDUOUS,5.6270295106
923,CE2 CESI4,CESI4,8,4.5,11.341176,GOOD,26.917531188,1.5867392263,2.3734338651,9.3208522426,2.0874043005,1992.4961946,NO,NO,8.7086150442,4.5714283965,1,DECIDUOUS,22.816513086
1211,CE2 CESI4,CESI4,5,4,3.1416,GOOD,9.4588440586,0.5575815552,3.0108365351,2.4375479324,2.2671338358,1556.637652,NO,NO,6.60147,4.161428176,0.8,DECIDUOUS,9.4093635364
167,CE7 CEDE,CEDE,120,15,193.593246,GOOD,894.98157626,140.15784009,4.623,2100.2321291,64.356805454,468423.26424,NO,NO,121.60147,15.161428176,0.8,EVERGREEN,4329.177869
168,CE7 CEDE,CEDE,100,15,111.220494,GOOD,319.31538091,50.006117761,2.8710120719,1732.5358304,28.266242458,366963.73041,NO,NO,100.70861504,15.071428396,1,EVERGREEN,3521.6041457
295,CE7 CEDE,CEDE,7,2,1.327326,GOOD,9.2049512626,1.4415336822,6.9349589043,3.7893453675,1.7739827263,8555.8727294,NO,NO,8.60147,2.161428176,0.8,EVERGREEN,11.126656187
768,CE7 CEDE,CEDE,22,9,3.1416,GOOD,30.3376287,4.7509989309,9.6567445568,60.15338037,5.3367435541,100858.68986,NO,NO,22.899702247,9.0906899865,1,EVERGREEN,130.98024785
771,CE7 CEDE,CEDE,22,10,3.1416,GOOD,33.621752107,5.2653063263,10.70211106,61.878046101,5.4518435846,100858.68986,NO,NO,22.899702247,10.090689987,1,EVERGREEN,134.65977937
772,CE7 CEDE,CEDE,22,10,3.1416,GOOD,33.621752107,5.2653063263,10.70211106,61.878046101,5.4518435846,100858.68986,NO,NO,22.899702247,10.090689987,1,EVERGREEN,134.65977937
1045,CE7 CEDE,CEDE,23,6.7,4.523904,GOOD,43.266432864,6.7757034776,9.563959108,51.271831923,7.7507428049,85943.716278,NO,NO,24.60147,6.861428176,0.8,EVERGREEN,118.04514946
1063,CE7 CEDE,CEDE,43,8.5,20.428254,GOOD,156.28473409,24.474839875,7.6504205447,206.51127798,16.80197743,200118.44859,NO,NO,44.60147,8.661428176,0.8,EVERGREEN,446.62651081
14,CH CHOB,CHOB,15,6.8,2.010624,GOOD,6.7035783205,1.6758945801,3.3340785351,24.724363241,2.5466156583,42773.771702,NO,NO,15.708615044,6.8714283965,1,EVERGREEN,54.541957799
20,CH CHOB,CHOB,12,7,2.010624,GOOD,7.1691045927,1.7922761482,3.5656117667,15.798720677,1.9827127259,23244.909329,NO,NO,12.708615044,7.0714283965,1,EVERGREEN,35.562866806
12,CH CHOB,CHOB,13,6.5,2.269806,GOOD,7.5677114633,1.8919278658,3.3340785351,18.353278054,2.1431915763,36726.058969,NO,NO,13.708615044,6.5714283965,1,EVERGREEN,40.992939261
19,CH CHOB,CHOB,21,7,2.010624,GOOD,6.7035783205,1.6758945801,3.3340785351,50.41494251,3.786494746,66100.66367,NO,NO,21.708615044,7.0714283965,1,EVERGREEN,108.40287451
10,CH CHOB,CHOB,17,5,4.90875,GOOD,8.9389973206,2.2347493301,1.8210333222,30.711861406,3.5948157117,49685.443396,NO,NO,17.899702247,5.0906899865,1,EVERGREEN,68.613354235
13,CH CHOB,CHOB,19,7.5,7.0686,GOOD,17.020804329,4.2552010823,2.4079456087,42.643972049,3.407675092,57461.074052,NO,NO,19.708615044,7.5714283965,1,EVERGREEN,92.103294281
31,CH CHOB,CHOB,4,3.5,1.539384,GOOD,3.2899571943,0.8224892986,2.1371907167,1.6535374024,0.6814755123,2582.7677032,NO,NO,4.8997022472,3.5906899865,1,EVERGREEN,4.6700258294
37,CH CHOB,CHOB,7,5,0.950334,GOOD,3.1684881905,0.7921220476,3.3340785351,4.7840756402,1.0185900841,7909.726091,NO,NO,7.7086150442,5.0714283965,1,EVERGREEN,11.605331449
11,CH CHOB,CHOB,22,7.5,6.157536,GOOD,24.030297586,6.0075743966,3.9025833688,58.563854785,5.1631806948,70744.44309,NO,NO,22.899702247,7.5906899865,1,EVERGREEN,127.45407096
36,CH CHOB,CHOB,16,6,1.327326,GOOD,13.214954993,3.3037387484,9.9560733335,28.433600871,3.4381289965,46121.612679,NO,NO,16.899702247,6.0906899865,1,EVERGREEN,63.743459736
662,CH CHOB,CHOB,6,3,0.7854,GOOD,4.7935625409,1.1983906352,6.1033391149,3.4853916718,1.0310618556,6973.4727986,NO,NO,6.8997022472,3.0906899865,1,EVERGREEN,9.032907055
1072,CH CHOB,CHOB,25,14.5,9.62115,GOOD,89.774203188,22.443550797,9.3309223105,97.448513796,6.8973556078,103166.06375,NO,NO,25.899702247,14.590689987,1,EVERGREEN,208.69173881
1075,CH CHOB,CHOB,25,15,4.90875,GOOD,45.579024048,11.394756012,9.2852608195,92.839245177,6.9608265809,103166.06375,NO,NO,25.899702247,15.090689987,1,EVERGREEN,199.60014352
703,CH CHPI,CHPI,8,2.5,1.130976,GOOD,3.994156878,0.9985392195,3.5316018005,5.7505988231,1.3950634476,12397.284975,YES,NO,8.8997022472,2.5906899865,1,EVERGREEN,14.291324541
1185,CH2 CHLA1,CHLA1,7.0710678119,3,0.7854,GOOD,4.1123544,0.3079252751,5.236,5.3988983364,3.406221665,7345.896372,NO,NO,8.6725378119,3.161428176,0.8,DECIDUOUS,17.610240003
1231,CH2 CHLA1,CHLA1,1.4142135624,2.1,0.070686,GOOD,0.346078656,0.0259137115,4.896,0.119251999,0.5848934385,352.60302586,NO,NO,3.0156835624,2.261428176,0.8,DECIDUOUS,1.408290875
22,CI4 CICA,CICA,36,9,23.75835,GOOD,73.187251332,4.9450845495,3.0804854433,283.8399476,31.267965017,146924.36701,NO,NO,37.60147,9.161428176,0.8,EVERGREEN,630.21582523
25,CI4 CICA,CICA,21.260291625,6.5,18.095616,GOOD,39.509102106,2.6695339261,2.1833521504,99.093033341,10.271616505,65014.645916,NO,NO,22.159993873,6.5906899865,1,EVERGREEN,218.72929969
9,CI4 CICA,CICA,55,10,25.517646,GOOD,119.41882885,8.0688397872,4.6798528693,787.15499035,56.700532976,314722.83592,NO,NO,56.60147,10.161428176,0.8,EVERGREEN,1687.7110467
125,CI4 CICA,CICA,50,9,19.635,GOOD,80.551086309,5.4426409669,4.1024235452,776.81927172,34.356507829,395657.82573,NO,NO,50.899702247,9.0906899865,1,EVERGREEN,1622.3515591
124,CI4 CICA,CICA,35.355339059,7.5,9.62115,GOOD,21.092615868,1.4251767478,2.1923175367,334.03102967,20.960865995,213690.13966,NO,NO,36.255041307,7.5906899865,1,EVERGREEN,709.98379133
134,CI4 CICA,CICA,11,2.6,1.327326,GOOD,5.0060534629,0.3382468556,3.7715327379,15.553466335,5.983914002,21332.483064,NO,NO,12.60147,2.761428176,0.8,EVERGREEN,43.074760675
150,CI4 CICA,CICA,29,16.7,91.609056,GOOD,232.54409259,15.712438688,2.5384400052,229.56423021,13.090444547,123320.25022,NO,NO,29.708615044,16.771428396,1,EVERGREEN,485.3093495
151,CI4 CICA,CICA,35,16.7,40.715136,GOOD,70.004552746,4.7300373477,1.7193741597,347.97333799,21.595515569,168040.62875,NO,NO,35.899702247,16.790689987,1,EVERGREEN,739.13770713
153,CI4 CICA,CICA,30,13.3,81.713016,GOOD,247.39471304,16.715858989,3.0276047214,196.04098797,24.875110645,130191.35005,NO,NO,31.60147,13.461428176,0.8,EVERGREEN,441.83219723
165,CI4 CICA,CICA,40,12,89.920446,GOOD,148.18761348,10.012676587,1.6479857482,466.30387667,25.438853944,70570.957803,NO,NO,40.899702247,12.090689987,1,EVERGREEN,983.48546123
161,CI4 CICA,CICA,30,7,4.90875,GOOD,5.6329233084,0.3806029262,1.14752703,224.08500366,16.615139307,43397.116683,NO,NO,30.899702247,7.0906899865,1,EVERGREEN,481.40028593
228,CI4 CICA,CICA,72,27,221.671296,GOOD,316.1032681,21.358328925,1.426,1615.2937539,87.073451409,629103.07301,NO,NO,73.60147,27.161428176,0.8,EVERGREEN,3404.7344107
227,CI4 CICA,CICA,64,25,113.0976,GOOD,326.97926649,22.093193682,2.8911247143,1214.9096906,73.55947524,502395.33384,NO,NO,65.60147,25.161428176,0.8,EVERGREEN,2576.9383317
234,CI4 CICA,CICA,27,18,11.341176,GOOD,24.09505331,1.6280441426,2.1245639174,189.92854198,11.955974764,110276.80649,NO,NO,27.708615044,18.071428396,1,EVERGREEN,403.76903349
427,CI4 CICA,CICA,6,2,0.636174,GOOD,2.435274072,0.1645455454,3.828,3.6479220473,2.7321811366,6346.8544654,NO,NO,7.60147,2.161428176,0.8,EVERGREEN,12.760206368
469,CI4 CICA,CICA,11,3.3,1.327326,GOOD,5.5992480151,0.3783275686,4.2184422027,15.754685523,6.0320095167,21332.483064,NO,NO,12.60147,3.461428176,0.8,EVERGREEN,43.573390079
629,CI4 CICA,CICA,12,5.5,10.178784,GOOD,33.964002308,2.2948650208,3.3367445766,20.949099811,6.9197475755,25387.417862,YES,NO,13.60147,5.661428176,0.8,EVERGREEN,55.737694774
627,CI4 CICA,CICA,11,5.5,2.835294,GOOD,9.5475005201,0.6451013865,3.3673758418,16.433176854,6.178225208,21332.483064,YES,NO,12.60147,5.661428176,0.8,EVERGREEN,45.222804124
776,CI4 CICA,CICA,7,3.5,2.269806,GOOD,3.8829294997,0.2623601013,1.7106878296,6.7914870007,1.723770892,10798.467667,NO,NO,7.7086150442,3.5714283965,1,EVERGREEN,17.030515785
773,CI4 CICA,CICA,50,12,3.1416,GOOD,23.503930399,1.5881034054,7.4815159152,787.60014802,34.759861993,395657.82573,NO,NO,50.899702247,12.090689987,1,EVERGREEN,1644.72002
798,CI4 CICA,CICA,37,9,9.62115,GOOD,32.52307287,2.1975049237,3.380372707,301.56017266,32.477330354,231013.46337,NO,NO,38.60147,9.161428176,0.8,EVERGREEN,668.07500603
791,CI4 CICA,CICA,38,10,8.553006,GOOD,41.201578309,2.7838904263,4.8172044202,323.7789119,33.85773926,241931.52454,NO,NO,39.60147,10.161428176,0.8,EVERGREEN,715.27330233
799,CI4 CICA,CICA,11,5.7,6.605214,GOOD,20.976065032,1.4173016913,3.175682882,16.867460026,6.1912197443,21332.483064,NO,NO,12.60147,5.861428176,0.8,EVERGREEN,46.117359541
851,CI4 CICA,CICA,40,3.5,2.544696,GOOD,7.511942592,0.5075636886,2.952,349.28585857,35.265529956,264641.09176,YES,NO,41.60147,3.661428176,0.8,EVERGREEN,769.10277705
852,CI4 CICA,CICA,50,3,1.76715,GOOD,5.2594484925,0.3553681414,2.9762320643,597.84059043,48.22514085,395657.82573,YES,NO,51.60147,3.161428176,0.8,EVERGREEN,1292.1314626
853,CI4 CICA,CICA,30,3,1.327326,GOOD,4.6248989881,0.3124931749,3.484373084,173.40832253,23.503746297,162739.18756,YES,NO,31.60147,3.161428176,0.8,EVERGREEN,393.82413766
938,CI4 CICA,CICA,32,7.3,28.2744,GOOD,114.40454317,7.7300367005,4.0462235509,213.45492321,26.338382706,144632.30562,YES,NO,33.60147,7.461428176,0.8,EVERGREEN,479.58661183
939,CI4 CICA,CICA,43,9.1,23.75835,GOOD,132.64339924,8.9623918407,5.5830223581,435.65949327,40.039809669,240711.24386,NO,NO,44.60147,9.261428176,0.8,EVERGREEN,951.39860588
937,CI4 CICA,CICA,50,9.8,18.857454,GOOD,106.27560597,7.180784187,5.6357345995,625.60901486,49.571859798,316526.26058,YES,NO,51.60147,9.961428176,0.8,EVERGREEN,1350.3617493
942,CI4 CICA,CICA,7.1414284285,2.7,2.269806,GOOD,7.0233635059,0.4745515882,3.094257177,7.1013296821,2.2605175804,8991.3771594,NO,NO,8.0411306757,2.7906899865,1,EVERGREEN,18.723694525
992,CI4 CICA,CICA,30,9.1,19.635,GOOD,83.271760631,5.6264703129,4.2409860265,184.84931535,24.331796715,162739.18756,NO,NO,31.60147,9.261428176,0.8,EVERGREEN,418.36222412
1034,CI4 CICA,CICA,30,14,95.0334,GOOD,288.97206998,19.525139864,3.040742202,245.51847861,17.249444967,130191.35005,NO,NO,30.899702247,14.090689987,1,EVERGREEN,525.53584716
1178,CI4 CICA,CICA,40,8.5,19.635,GOOD,92.283309995,6.2353587834,4.6999393937,364.19583304,36.106946461,264641.09176,NO,NO,41.60147,8.661428176,0.8,EVERGREEN,800.60555901
574,CISP CILI,CILI,14.142135624,2.9,6.157536,GOOD,17.746123585,2.6097240566,2.8820170252,29.547213563,8.3825476308,48669.826689,NO,NO,15.743605624,3.061428176,0.8,EVERGREEN,75.859522387
418,CISP CIRE3,CIRE3,13,4.5,3.1416,GOOD,9.4114789772,1.2696767591,2.9957597967,24.252937938,7.6120236893,45059.587798,NO,NO,14.60147,4.661428176,0.8,EVERGREEN,63.729923255
415,CISP CIRE3,CIRE3,10,3.7,1.130976,GOOD,4.608516072,0.6217222357,4.0748133223,15.914443418,3.5850804215,17630.151293,NO,NO,10.899702247,3.7906899865,1,EVERGREEN,38.999047679
416,CISP CIRE3,CIRE3,10,4.1,1.130976,GOOD,4.6953257746,0.633433494,4.1515697721,16.026169087,3.6022709891,17630.151293,NO,NO,10.899702247,4.1906899865,1,EVERGREEN,39.256880152
549,CISP CIRE3,CIRE3,7.6157731059,8.3,3.1416,GOOD,3.6406527289,0.4911504525,1.1588530459,9.1307334664,2.0552135559,10225.48775,NO,NO,8.3243881501,8.3714283965,1,EVERGREEN,22.371894045
575,CISP CIRE3,CIRE3,13.416407865,2.5,2.010624,GOOD,6.565941038,0.8857930574,3.2656235268,31.366386139,5.2702751522,46340.640308,NO,NO,14.316110112,2.5906899865,1,EVERGREEN,73.273322583
883,CISP CIRE3,CIRE3,50,8,38.4846,GOOD,196.12672329,26.458917138,5.0962391005,629.0476392,49.221739109,263771.88382,NO,NO,51.60147,8.161428176,0.8,EVERGREEN,1356.5387566
1179,CISP CIRE3,CIRE3,20,3,3.1416,GOOD,10.902744899,1.4708593456,3.4704433726,65.826338927,13.419370835,59968.075422,NO,NO,21.60147,3.161428176,0.8,EVERGREEN,158.49141952
370,CISP SPECIES,CISP,3,2,0.950334,GOOD,3.1316371814,0.4224805641,3.2953016322,1.071857255,0.7442399786,1586.7136164,NO,NO,3.8997022472,2.0906899865,1,EVERGREEN,3.6321944672
448,CISP SPECIES,CISP,6,3,2.269806,GOOD,7.7015118852,1.038989799,3.39302649,4.1753217741,2.7780589685,6346.8544654,NO,NO,7.60147,3.161428176,0.8,EVERGREEN,13.906761485
451,CISP SPECIES,CISP,5,3.3,0.282744,GOOD,0.6397146938,0.0863021509,2.2625226133,3.0354158477,1.1063511986,4407.5378232,NO,NO,5.7086150442,3.3714283965,1,EVERGREEN,8.2835340926
504,CISP SPECIES,CISP,5,2.5,2.269806,GOOD,6.2819077784,0.8474749111,2.7675967807,2.7661991518,2.2076574885,4407.5378232,NO,NO,6.60147,2.661428176,0.8,EVERGREEN,9.9477132806
682,CISP SPECIES,CISP,5,2.5,1.539384,GOOD,3.9733816172,0.5360379922,2.5811503934,3.1960961165,1.418565491,4407.5378232,NO,NO,5.8997022472,2.5906899865,1,EVERGREEN,9.229323215
850,CISP SPECIES,CISP,9.4339811321,2.5,7.0686,GOOD,17.596448839,2.3738885448,2.4893824574,11.817514429,4.88907136,19613.543313,YES,NO,11.035451132,2.661428176,0.8,EVERGREEN,33.413171579
982,CISP SPECIES,CISP,8,3.5,2.544696,GOOD,6.4840926876,0.8747511214,2.5480814555,9.5805596727,2.6566473201,11283.296827,NO,NO,8.8997022472,3.5906899865,1,EVERGREEN,24.474413986
983,CISP SPECIES,CISP,8,3.5,2.544696,GOOD,6.4840926876,0.8747511214,2.5480814555,9.5805596727,2.6566473201,11283.296827,NO,NO,8.8997022472,3.5906899865,1,EVERGREEN,24.474413986
1213,CISP SPECIES,CISP,1,2,0.950334,GOOD,1.1012974505,0.1485730119,1.1588530459,0.1408873141,0.1642351689,58.767170976,NO,NO,1.7086150442,2.0714283965,1,EVERGREEN,0.610244966
285,CL7 CLJA6,CLJA6,5,2.3,0.636174,GOOD,2.5925490099,0.1941251384,4.0752200026,3.0087404529,1.4130915651,4407.5378232,NO,NO,5.8997022472,2.3906899865,1,EVERGREEN,8.8436640361
397,CL7 CLJA6,CLJA6,4,2.1,1.130976,GOOD,2.8637342054,0.21443097,2.5320910483,1.812075951,1.0613780629,2820.8242069,NO,NO,4.8997022472,2.1906899865,1,EVERGREEN,5.7469080278
691,CL7 CLJA6,CLJA6,2,2.3,0.384846,GOOD,1.4163417907,0.1060529792,3.6802819587,0.3900535539,0.4696784094,587.67170976,NO,NO,2.8997022472,2.3906899865,1,EVERGREEN,1.7194639267
1184,CO1 COAR7,COAR7,6,3,1.327326,GOOD,7.1236773195,0.4154382142,5.3669387321,4.0146065754,3.0413589756,7933.5680818,NO,NO,7.60147,3.161428176,0.8,DECIDUOUS,14.111931102
122,CO1 COFL,COFL,7.4833147735,2.3,2.269806,GOOD,6.1427499255,0.3568896072,2.7062885222,8.4966746087,2.6406035427,9872.884724,YES,NO,8.3830170207,2.3906899865,1,DECIDUOUS,22.274556303
121,CO1 COFL,COFL,5.0990195136,2.3,2.010624,GOOD,7.3038835051,0.4243506812,3.6326451416,2.7239673021,2.4994245264,4583.8393361,YES,NO,6.7004895136,2.461428176,0.8,DECIDUOUS,10.446783657
118,CO1 COFL,COFL,9.1787798753,2.2,1.130976,GOOD,3.4649584465,0.2013117372,3.0636887489,13.824804908,3.4518758304,14853.402464,YES,NO,10.078482123,2.2906899865,1,DECIDUOUS,34.553361476
120,CO1 COFL,COFL,4.8476798574,2.1,0.7854,GOOD,2.3917806705,0.1389608358,3.0453026107,3.0184486124,1.5107693394,4143.0855538,YES,NO,5.7473821046,2.1906899865,1,DECIDUOUS,9.0584359036
119,CO1 COFL,COFL,5.6568542495,2.1,0.950334,GOOD,2.5681008365,0.149204918,2.7023139618,4.3610153209,1.8388588427,5641.6484137,YES,NO,6.5565564967,2.1906899865,1,DECIDUOUS,12.399748327
117,CO1 COFL,COFL,6.3639610307,2.1,0.7854,GOOD,2.4766038705,0.1438890063,3.1533026107,5.7745533326,2.1396701914,7140.2112736,YES,NO,7.2636632779,2.1906899865,1,DECIDUOUS,15.828447048
656,CO1 COFL,COFL,4,3,0.031416,GOOD,0.0364065273,0.0021151946,1.1588530459,1.909015159,0.9071129579,2820.8242069,NO,NO,4.7086150442,3.0714283965,1,DECIDUOUS,5.6322562338
787,CO1 COFL,COFL,12,4.5,10.178784,GOOD,28.220429853,1.639587847,2.7724755582,20.950744588,7.29038959,31734.272327,YES,NO,13.60147,4.661428176,0.8,DECIDUOUS,56.482268356
788,CO1 COFL,COFL,14,5.5,8.553006,GOOD,23.621333502,1.3723834663,2.7617580885,30.253706082,8.9115049921,60254.986766,YES,NO,15.60147,5.661428176,0.8,DECIDUOUS,78.330422147
